242.32457,872368.452,54.58332,196499.952,21.55,0.81,19.7,0.31,0,0,0,0,0,0
243.19536,875503.296,54.0528,194590.08,55.46,0.03,34.58,0.7,0,0,0,0,0,0
242.56647,873239.292,54.44531,196003.116,64.01,0.63,40.74,0.58,0,0,0,0,0,0
242.89465,874420.74,54.26657,195359.652,48.06,0.88,36.79,0.6,0,0,0,0,0,0
242.51656,873059.616,54.49063,196166.268,10.99,0.07,8.68,0.51,0,0,0,0,0,0
242.89311,874415.196,54.26949,195370.164,35.48,0.23,25.37,0.37,0,0,0,0,0,0
242.37592,872553.312,54.57248,196460.928,58.8,0.97,47.84,0.92,-99,-9,0,0,0,0
242.68034,873649.224,54.3746,195748.56,50.88,0.76,51.8,0.74,-99,-9,149.61,0.53,548.57,0.55
242.1769,871836.84,54.64188,196710.768,17.94,0.8,11.79,0.07,0,0,0,0,0,0
242.91414,874490.904,54.23946,195262.056,17.52,0.54,14.02,0.17,0,0,0,0,0,0
242.43422,872763.192,54.49879,196195.644,24.43,0.25,22.5,0.31,0,0,0,0,0,0
243.10258,875169.288,54.13297,194878.692,32.55,0.48,27.37,0.81,0,0,0,0,0,0
242.82277,874161.972,54.27474,195389.064,628.83,0.03,498.36,0.03,454.1,0.01,2628.9,0.03,5059.54,0.13
242.52499,873089.964,54.48009,196128.324,15.44,0.58,18.66,0.4,0,0,0,0,0,0
242.96088,874659.168,54.22337,195204.132,13.29,0.18,16.2,0.66,0,0,0,0,0,0
242.85541,874279.476,54.28867,195439.212,13.71,0.8,11.64,0.5,0,0,0,0,0,0
243.19838,875514.168,54.08414,194702.904,26.28,0.94,17.28,0.67,0,0,0,0,0,0
242.52713,873097.668,54.46927,196089.372,20.52,0.93,14.95,0.58,0,0,0,0,0,0
242.95837,874650.132,54.23693,195252.948,10.73,0.77,11.71,0.59,0,0,0,0,-99,-9
242.41515,872694.54,54.53532,196327.152,21.2,0.92,16.57,0.29,0,0,0,0,0,0
242.93147,874553.292,54.25434,195315.624,28.95,0.64,24.75,0.55,0,0,0,0,0,0
